age,monthly_income,monthly_contribution,current_savings,inflation_rate,employment_type,job_stability,contribution_gap_months,readiness
24,103189.50440599793,16164.874697854199,114749.02858903751,11.886269173526795,0,0.2388072872948358,4,0.0051994013602547975
36,189583.3624059766,8409.41109136244,33879.46763298581,11.262722805973727,0,0.46220398873844504,7,0.03758915862153654
54,325130.3162569158,51421.77557142878,156193.87658661892,8.406887816950785,1,0.6074952246845549,0,0.3336877243176665
28,128047.62812003464,4591.541041066309,256392.05276382255,9.770082705296666,0,0.4385385989987104,3,0.11254600552805749
22,477849.66085808846,42747.650691456605,101836.82726417364,9.727359182881003,1,0.6212374308033524,4,0.19409187696036073
51,261089.3373010052,34720.92134061949,148281.8953659236,7.180003394341844,0,0.558030623664738,1,0.361958143307675
38,95274.60350492118,5051.964135613154,41476.8252784442,7.183097891808398,2,0.6707280174520188,4,0.15538206220070405
39,194944.6317117608,48376.944265051374,40155.4475315842,10.120071670344776,1,0.6798304105611925,2,0.40633553671250455
34,101295.10548992205,5124.355928859106,12669.730924012381,7.894326778622932,0,0.3956955445711098,9,0.06003706473557141
36,163360.69429270583,40816.82379266899,84089.20665486666,9.017253120393509,1,0.7215591427725989,3,0.13534377668235179
46,165770.34903277384,25063.19412143422,8726.509943384875,9.48461150168653,0,0.24006199900270678,1,0.11193165951764801
27,125350.02563824266,13268.218575589117,18474.330330183846,9.760623116503332,1,0.7500101746708824,3,0.13657614052033223
22,33136.51079182847,2781.198279455147,57953.1104378885,10.393315237873335,0,0.2650044261189825,6,0.08887601307675647
54,164833.29827353935,23344.63921583519,59787.65227860062,6.004486250223186,1,0.6087509676872229,1,0.16721999944163177
25,75950.04457512255,3712.074804639758,15580.70049313692,8.80980354873831,0,0.5326898525220358,8,0.10320848964495549
50,96726.9999313047,4891.240712167932,131858.00917898063,9.199850174752445,0,0.4524468111568939,10,0.035229771304111916
29,64841.96198136005,1533.2574679331206,37586.19731890225,8.212350932825075,0,0.2937300262602107,6,0.09916658648214353
44,91365.63250656276,10692.0095401476,152694.8687550305,8.397948012514522,0,0.4689393070571459,2,0.2883287299847571
51,108436.28610687533,14429.051913980922,31934.27386660239,9.219153650360688,0,0.21980505188091742,4,0.11515983418365429
32,149103.00449857686,18435.704376927904,0.0,11.778564785386815,0,0.2125370675435467,7,0.05396268205340703
38,116805.3422621753,24119.698059088736,34134.79759009542,6.701898278311545,2,0.7611472093728601,4,0.3654522067763728
28,73847.26548253745,4093.063311746437,20458.504122081813,8.004273290519757,0,0.5392812514211582,3,0.1969535276528972
52,169964.5697650272,14042.866945379028,47182.60377613175,6.4597344119532165,0,0.2841838688706137,4,0.1106382727377008
36,100122.41495721557,10035.226149270151,88503.04030597475,7.175881108210572,1,0.6156837309806279,4,0.1419677765431867
31,51171.746895162876,5766.086984727451,33212.26712999653,9.237970733418916,0,0.48095948843223946,9,0.049115417493821804
39,119418.81782307223,16776.892009859446,109329.33517807988,6.928716209076672,0,0.3446664332780171,11,0.11066693266864294
25,407679.94587623427,17226.723110850635,10576.491721871133,8.99465194864564,0,0.28188778157999955,11,0.0
28,221306.23143011614,10170.107888054357,107142.92287953227,11.687139403521964,1,0.7928419773258522,3,0.20880960130109671
51,217919.5852338135,9181.108537985096,26506.537502379062,9.769239582558264,0,0.3603881306753407,1,0.0011523489104875717
34,309843.8042999764,16192.977689308776,0.0,6.548557613170256,0,0.3535089831909637,8,0.05975008924376763
32,201934.42072648683,10248.260344195702,31064.596398597005,8.100041210839073,0,0.4478330371308347,8,0.17604089774950235
28,633935.2413577832,79283.47363249607,131015.15292532182,7.918325096039125,1,0.7687966268708227,3,0.3121672412770588
32,42242.18810871581,4963.921963275665,342530.55793712795,7.166781115093882,0,0.2070855402437556,4,0.1626814333180534
43,130306.73837610154,10718.427014075301,94342.04842499284,7.717679172671645,0,0.2773356934448209,7,0.06551870628572988
48,585927.3957354536,18881.61284458671,54952.569382794994,11.517809448168446,1,0.8604609227336937,4,0.17631731438119275
35,100111.85452775459,17850.010072404646,0.0,7.479938681068667,0,0.3427081961397005,6,0.2743880634808071
27,191348.87680573887,10204.48021202492,130665.77651329721,6.358573645070306,0,0.3654662094332828,2,0.27298549215857365
26,105592.79671732406,7010.664731691843,48468.909541165056,8.32347628922085,0,0.2502462452624944,8,0.0
27,354683.25184300967,51960.1725532872,61126.51523422382,8.90527883608585,1,0.754557667841464,2,0.12657777331407238
33,96002.23600464166,9947.38202218908,36351.62218876505,9.947699467227554,0,0.44617156601317065,9,0.044833202061090434
32,619147.1352556675,73851.04081200955,39596.213714458645,6.982053982378368,1,0.7866027566426942,0,0.2275844401336749
42,70721.67453460617,12688.999125918202,62502.114642578505,11.07197985413236,0,0.5121884553520619,1,0.1769032141136586
33,156968.586543286,12485.451512669537,37840.07758985989,11.207799852012787,0,0.5839135145750859,10,0.15887769169345584
24,108498.85360578337,5867.537513126892,73335.58890629771,9.561891510644166,0,0.5917053165618065,8,0.0
43,356776.50213533273,87213.78959101898,46500.84262151862,9.972670954849075,1,0.7023447977459049,1,0.30864501059921184
25,92877.96463961077,5187.271926461804,13356.469059919158,8.196169594479091,1,0.7361876499143579,2,0.20760567494613366
31,201494.63470291335,32206.4128198434,27140.445181486488,10.67689810130717,1,0.8345797739364627,0,0.3486341418829469
22,365383.34612996166,19937.27442155013,526998.7458672258,7.606010623165785,0,0.25535903438724983,3,0.23619773044774015
24,84727.92397153625,2502.120088366876,171550.66298526927,7.834536765074248,0,0.3752087185401317,3,0.004013806430977956
40,115516.89526885956,7452.016802130261,217374.48550260245,7.784359992371938,0,0.5322543058744357,10,0.00792048033385443
23,110851.46968132586,1187.2350855727766,170511.66395399507,7.467242657905796,0,0.392916529598484,11,0.1999038253390309
34,127979.16804263633,13945.607867951487,27693.53281838679,8.757796526138762,0,0.23573596091674676,1,0.013718916241720433
28,268933.6820291803,45892.18924194687,109326.51883325091,11.998509380574266,1,0.6533639386381885,4,0.16870941800614767
36,97623.54233701805,9933.72169810665,39366.36116169493,6.98838537648637,0,0.3121820259040221,2,0.06694814325359799
47,108710.12203948738,18063.829471503028,220622.49108010298,7.901478082911266,0,0.3420061064544987,0,0.17987489142872465
31,213594.20285443164,2713.1900821859435,245069.10903989934,11.157017853749387,0,0.5198767448011165,8,0.1239306720039147
29,100399.88828285343,5342.451195917492,12636.209764983409,7.733036486865081,0,0.2239700621284326,3,0.12116952560649773
54,53517.051633009185,10704.956259431112,49780.88965079472,9.468432612074476,0,0.22869413749897,11,0.07803809738924086
25,197589.23098440008,14877.522318372086,117676.08533660563,8.149314247458436,1,0.7304034444949411,2,0.2622619839673717
51,206881.3019523309,8588.962592598153,41743.52533143377,11.867122161010691,1,0.8420123423235184,2,0.1626077699319361
43,249590.89701428098,43518.51604604153,136694.26808271394,9.069543663879294,1,0.7593603140458789,1,0.19008564250135793
32,50946.58697189974,7470.56344730154,27571.207527831917,9.847594255541217,0,0.4371930803869728,10,0.14374309087344095
41,154631.73563439402,18733.935234627155,60896.529875543085,7.7550901220461865,2,0.7732310612264581,4,0.21635685240351107
33,101214.7846568184,11032.908132315048,55893.43588516623,9.201326601321476,0,0.38828237892637496,4,0.05299200717567
25,56607.59906859348,9256.416860452382,48542.543291093,6.913369283501201,0,0.4017053843172126,8,0.2083215896591903
33,71955.2125031891,9039.429152067842,12434.406460435752,8.806492052247982,0,0.5451856185901902,8,0.14133491029640396
45,287644.807106378,46545.46763609136,40059.29876308553,9.739034547193123,1,0.8732472660991188,4,0.31534511316713937
38,245638.88720869456,11767.843430476376,3431.8682510597114,11.013430230543893,0,0.5060426366532523,1,0.2046681989254818
52,105221.37084205008,25597.95239857145,45663.870531153276,10.726061042014525,2,0.7984654772681054,3,0.369033591612236
33,53810.97249133332,2631.3058223670077,4623.450446370381,9.75755564797456,0,0.5517850774047569,6,0.030779963721930384
50,181926.34568271207,13301.65216826517,98424.80409237443,10.3855682155982,0,0.4495838037728057,8,0.10234205362374064
27,466600.41427483666,80988.97397259096,26132.487573891904,7.88883035352341,1,0.6827784893850188,3,0.07989980982857331
30,117357.43783658715,4251.411531687316,127808.48312497258,6.49642982092243,0,0.5658104615208224,0,0.17854398567753688
50,100546.97252774128,14474.308283616961,9815.065985387972,11.155949706422856,0,0.26830730400133473,3,0.09820754248167818
46,97103.23159756145,17900.63927253061,70051.43904403491,7.014749175865068,0,0.555043331797582,3,0.1808092733070515
46,149356.48942217318,2184.3875368580325,319000.8422783261,11.783496072439132,0,0.21755243534749746,1,0.0
30,166339.5533811672,36337.659555694554,70628.05114636752,9.284438436007353,1,0.8977793155744981,0,0.3974444763729179
33,85790.5750702163,8190.045087359532,25621.162240373775,11.936097084252236,1,0.6387109226668275,5,0.20353430066760744
23,96479.30975797898,2760.2789313968533,3920.8460014639745,10.701503368457303,0,0.4430783613990432,3,0.0631484857024806
22,129895.19187017328,2797.096212789899,5256.185201177854,7.182636232941913,0,0.307109725841647,9,0.03174259049857493
46,106840.0346281022,6918.648288449481,18165.776553580872,7.5059232378964245,0,0.4926718395149927,6,0.0339544584786229
29,118919.10457472698,11010.999795142614,29178.272241800918,9.755903483507723,0,0.5579476802822079,11,0.10206807786533237
46,290265.38339389826,61399.741529635394,9814.864836297022,10.284714845549495,1,0.8912004083381612,4,0.22342948683020897
24,544601.4382455818,41583.29677386674,8981.44967316148,6.805214557958101,1,0.7997353204406613,2,0.23021799685045624
34,274741.77369468176,25814.436949469185,57090.94591148144,9.665756996593528,1,0.658532646007263,2,0.21312532637484646
31,89731.56807035679,5427.247307091425,79715.63338847931,8.525379172555356,0,0.5271616707329758,4,0.01128955266333917
49,163988.2447393864,39289.6206035467,97239.4482219898,7.351439414011478,1,0.6510777456376308,0,0.2905519862864234
24,100823.3391241859,9847.348726062532,1232.33954151132,9.001187613136711,0,0.2956844352136875,4,0.23469650504486522
38,119650.49187141395,18664.30648892546,77644.4340177053,9.255452715213481,1,0.7253722451386229,3,0.12426709432425173
43,104142.34698977218,5036.568938977667,23912.096905532067,8.226636546597234,0,0.5328956426833766,5,0.14447584254361623
44,100327.39798983138,8165.454618735398,23780.774417044657,7.921087004570632,0,0.49227160461135605,8,0.16739538466384274
53,329000.71271355485,23585.34785310301,60117.48676215886,8.237259055213066,1,0.8521810868319576,0,0.1463954338570623
25,101242.05826949731,4455.273385794738,26525.451028795527,10.674032363544226,0,0.5545474588382163,1,0.21766434605826301
40,445650.6454504605,76391.85204486831,99749.33154191471,11.297018944068475,1,0.6115084664363923,2,0.3164894779431999
53,321411.41606992885,13197.329382675389,319448.24071484315,9.494373050451019,0,0.30675971523950873,0,0.08505088672093539
52,102820.70756259904,19158.38171536688,33512.763679781834,11.53384665290151,1,0.7934159932145453,4,0.17131713825710662
32,94998.00191908093,5150.129563075697,130929.91926618354,10.361867517170586,0,0.5713343088022487,7,0.0
25,225029.70091795115,11779.899315218585,18293.24085680643,9.683075670046346,0,0.4966551274470484,7,0.018135493684617025
28,144604.2945866928,10541.115963195742,145224.90242815315,11.595846375323909,0,0.5151723753751067,5,0.0
49,140518.26842456605,3922.6364183856217,26049.02664327489,8.723211719975616,0,0.47156033689208293,9,0.06620964746622225
53,124027.24599678273,28440.399161147776,13195.021309040887,8.709833973113028,1,0.6770856898525409,5,0.20680313685989654
34,91118.66513021858,4590.873610641226,117175.26586252968,11.198564417392538,0,0.4112906430908627,1,0.04727311633468754
49,98804.35445468008,5054.146519092588,0.0,11.035247718236754,1,0.6887258503860988,2,0.11259124812462037
45,100225.60487769867,8859.787061154837,28593.01015785998,10.246703870174894,0,0.4986683859146548,2,0.1471917912434274
36,133461.42529349498,8516.579487020213,21530.25102096747,10.083498557512604,0,0.28845904404427736,6,0.010488679183910936
42,102971.23227538425,7782.105516890552,98662.46167877979,8.852154406085212,0,0.5413385990434896,6,0.055018983949171825
28,110405.16193812841,22372.40831863786,117863.8305073422,11.387388628645514,2,0.7875265765933507,3,0.2246205455382727
54,46494.14423364556,4767.455637064417,7132.269401961902,9.958581842718502,0,0.20757105620458538,8,0.0
32,91843.81268781406,9733.210057371125,25804.111816219673,10.044044138776266,2,0.6509586221263386,1,0.26688350907868813
40,107658.43858074823,5375.835079948019,49672.76915799674,8.120864850770273,0,0.4470907696247177,1,0.13667406439849278
31,186473.19812322062,9789.496400583483,36158.51768691079,8.634248932926887,1,0.6807156686226489,2,0.06847255774107153
38,214544.91053128894,3858.2967843014126,164971.32899622663,10.39634049247984,0,0.4207314934136674,6,0.0
29,64844.49154011044,4027.9389676541123,58738.59783260675,9.193826183088998,0,0.3255128573222915,2,0.15313931750355914
47,112306.88595871543,7112.060527648201,79329.21724892019,7.453100673562606,0,0.5204686013181299,5,0.24888624248472324
28,94839.1717680054,8873.484057904376,117869.35000838526,11.2522275799634,0,0.24314130582492366,9,0.09199348438439416
44,131449.3946561302,11548.78810499958,16485.803118687603,10.11323172337574,0,0.4136881639724989,2,0.1758187011141393
52,26796.827765720882,2236.057756768654,0.0,6.81109832502858,0,0.46374012123970004,1,0.22218424630460068
37,105257.60881036843,2008.3401763751285,0.0,9.346860754412607,0,0.2765156626786057,0,0.1331703427046445
39,220175.98349312987,34779.72343349506,16867.42706925307,7.945505243111824,1,0.8786188107832007,5,0.34208588626785635
25,179648.12359138022,5702.318397481941,35453.81530535457,8.85612424128072,0,0.4671224879946468,11,0.0
22,47209.64827670227,5063.101757039382,41795.33398584895,11.241333457362533,0,0.44459794108767964,6,0.09370763967420179
43,157929.03299136294,11471.152603630951,18358.77147819223,10.585534044144847,0,0.513814607473958,2,0.1228220292534504
42,96865.74214687989,10174.850170437121,26001.034132369627,9.351734021197137,1,0.8580759859199113,5,0.048220250944991175
51,82428.90799364622,5943.741054072185,427098.6983492777,10.575426676749316,0,0.3341352953392841,5,0.019077938728312215
26,418501.57915394806,52589.20445107576,182635.88871645913,7.762571238164318,2,0.7373211864608645,2,0.1458769577454742
43,289490.4942499052,21411.322814269864,45992.18460700358,7.902005818405824,1,0.687445241052761,4,0.20712521696763014
31,82965.38359064622,1595.9000263553112,289089.8838205531,7.521854846048253,0,0.40388926864142605,9,0.0
25,78361.68161712827,4665.26686946163,54986.79543350406,7.567970375645411,0,0.30649827975760136,7,0.03787787388314915
52,118803.26373534572,21555.69101952365,30384.9330960292,6.091589037876179,0,0.5779939142223371,0,0.19974543424989358
25,345175.564620114,17302.356903029915,49623.13956940643,8.811909821978311,1,0.7960969429216861,4,0.21902223941077958
53,94438.80513538502,5424.46039994048,50504.545111010695,10.27560844379036,0,0.32644195517635827,9,0.0
51,62400.76245258846,4428.835639639399,175432.29066946806,6.913047611291507,0,0.3956536126863629,11,0.0
25,159712.4983219212,12524.281893099786,69084.84408394509,10.077311019436102,0,0.4696768466460003,9,0.16378667751297646
48,171439.59779335273,15273.127389115736,41652.890947152555,6.369258204809022,2,0.7599638173418688,1,0.13065674659220877
28,393736.9025206211,75635.72638159303,5775.671041333913,10.939611918688634,1,0.641368482724373,3,0.10534838463841309
42,107052.19656783013,9490.493075556436,72902.54432851654,11.00466949959795,0,0.36941623089660325,8,0.21798710469986504
23,372047.18411534536,42153.438680547915,627786.9255334086,11.563238788744986,1,0.7627643586901938,0,0.22508190642575787
50,50502.001125392984,3642.69194455709,13599.153004115475,7.9530200287568125,0,0.28141420899272196,9,0.025938728676277223
54,128987.14160403144,10196.304799501919,0.0,9.113624185588542,1,0.6528583218492743,0,0.17387992037914016
54,110170.29009701611,8507.38856349345,162877.65702509825,11.079367019767712,1,0.8353224349854611,0,0.17453906961942647
50,429776.20977661235,46550.37037197322,92453.23020610503,8.315156681016655,1,0.6660198764354075,5,0.2537742211486331
26,118381.58600857356,3690.3672223022268,54273.75722091912,6.117663194845521,0,0.4066186041557049,4,0.11827214634654051
30,185335.4617150841,17865.491420268285,39332.930781971605,10.87188894411426,0,0.3044114661173797,3,0.006269091449841901
37,100085.90051019355,1932.3198252289485,110031.92117436373,6.881453454137562,0,0.3366104301685455,5,0.05665531844703524
51,89591.12586886923,9885.85271741111,7525.382885156785,6.434090303016344,0,0.249164473016898,5,0.13292635421704072
32,68217.71235515283,1633.6859309948916,37100.089381763515,9.943185969840373,0,0.48816642763693713,8,0.13357423827781456
44,107444.8402811805,5854.72061411026,115097.7632447229,7.204972501049525,0,0.5681089475209631,11,0.15902907724620563
40,89966.71210403518,6365.122439002514,39248.25047441605,7.634803104198576,0,0.3332030532208977,1,0.09527220947843448
40,107360.32582544094,1785.1258505809687,98068.73926605657,8.568740206910249,0,0.2207528310375969,6,0.00416567345485624
29,121991.76146877825,19610.53937013305,772366.0514932144,10.005610281499411,1,0.7331350737847007,1,0.4065361461079734
32,278910.15139437845,68934.9086902291,22768.505234900927,10.640844106936608,2,0.44581811983459296,4,0.2332452802273544
54,143263.59627799288,2293.2496409647806,112147.41678632922,7.972475930097639,0,0.2046579598012385,5,0.03901913320267446
41,254111.58066298557,20662.517107802058,361064.77724212373,8.243567218240702,0,0.4447616339069297,3,0.14797295743500452
41,317667.1631590378,5020.36670545475,739572.5230969071,7.833458755966954,0,0.32046360791417816,9,0.16474625840505508
53,67999.35965272484,7742.722516598283,40610.0464330388,9.98279035225601,0,0.3126038483089502,5,0.16134461209176393
49,108592.73814021879,6138.628218379468,60888.66838917438,7.520388645356236,0,0.3260033100759096,11,0.12910919901404677
33,103157.90076319259,13962.098860945058,294314.191185355,10.814758892024223,0,0.4640475611984696,2,0.23453654919021566
36,277554.3878542209,16595.572747950813,9458.454090561016,11.659790383473915,1,0.6866811049972747,4,0.16721832357898211
30,190691.36575716455,33285.495384197304,139481.5270336379,7.4999924113429906,0,0.3608524620115506,3,0.22089171505255784
36,303136.6866756548,37095.28553404732,111073.29549138488,9.8451248184936,1,0.7079647793263664,3,0.1451531944275074
38,123138.25396845328,8358.961934574143,0.0,6.456599933884646,2,0.6551721958318661,4,0.12912730624146393
44,94175.2235479817,10330.050758243053,22588.05753106669,9.033514987106386,0,0.5967115513338772,9,0.13079094455382903
38,535593.1883075506,114658.01630913692,145173.80489912129,6.558182248445374,2,0.4304338907062029,2,0.2734889177274052
52,67443.63833399277,2560.1028761771267,102131.08483495179,7.133216296893292,0,0.3024353704953695,4,0.037445169588257485
49,381841.7082295869,75747.13666102831,105606.1584853146,10.06480061360677,1,0.7070811893844405,5,0.1879216764957735
35,97580.42290979707,10310.807487755124,110261.67401074301,11.692229509435084,0,0.5771650845567026,8,0.2297539083107582
52,109685.39642033757,8010.1662769377,21231.226037257282,9.33157993564764,0,0.39802237826183395,4,0.005621423278074911
22,93683.8492871175,10090.925227120555,56396.75543484146,10.332584677607285,0,0.5956742299459133,11,0.24077141020394058
38,346915.5748092715,77297.16383787422,45706.234656267436,9.120496099299503,1,0.6174891611587071,2,0.1433241618826359
35,473859.02064511593,17288.650396327375,40618.46485809671,9.98880026320251,1,0.8588637852297676,1,0.1845514885176757
32,87601.98958581111,8427.503780568302,13347.191138712737,9.050435859867761,1,0.7134093186699586,0,0.31482920082268023
28,61468.91593135084,3099.560881093242,238250.25927968312,7.5784182830012465,0,0.5336501732988983,5,0.2026478453271599
43,61926.157497797125,2875.936460715748,23030.56274988774,7.537529543334435,0,0.24179295812313387,8,0.17321467725515075
39,107031.48929174767,7070.478031579536,20665.753470875115,8.37813703180485,0,0.3830582464134161,0,0.056623938737877286
24,485844.2944671419,60645.02909017057,353837.8782594147,9.272740172354952,0,0.5011926469184467,5,0.10936935493553604
29,283435.42193881626,28602.73277028602,6756.80693749201,6.566774554806521,1,0.7871316571952559,4,0.23238445899440255
49,334705.67462688586,11365.961157069587,10602.274317418513,6.58803248922565,0,0.20837281179682943,0,0.17478127039196897
25,52053.43230633154,6111.73292730938,107928.75368584787,6.946221727556951,0,0.5145171570385112,9,0.01985006223308565
23,93907.13467618004,4960.455107540848,29079.76128404964,6.330226253356297,0,0.3684543424969998,10,0.2175119671822418
23,386481.61185629497,17674.061256872716,63778.881415494994,11.23322717399337,1,0.673881220230952,2,0.22784784865350743
33,170818.3349467434,13831.274645779115,52623.98232711639,10.997892448190626,0,0.5653651752656128,6,0.0930186313532922
36,256013.182933581,9891.241280452272,108386.70267264037,10.188446030871894,2,0.47822825884060927,4,0.08286354484762112
22,111385.84958842237,4463.800225525081,72434.83647369916,7.241497124076702,0,0.3905957589415305,2,0.13632762797448505
29,195678.5137341811,13965.387746144963,32259.416730030644,7.290511372710557,1,0.8400163223854115,3,0.1392905978619014
24,95960.68126164617,2983.294113861526,41998.23168296019,10.35951459495872,0,0.5116270057437878,10,0.08121789258693338
49,187521.6729414843,22203.736633724457,36483.41942398507,6.011591485749031,0,0.4681278535926171,8,0.1562373771387051
50,205470.58320630394,27176.96875567877,15289.161711380943,11.627321856569301,1,0.8282674418883721,3,0.12909988907013792
23,105570.71318159101,5965.605605552122,63885.22459696323,7.5389251392429255,0,0.3952388063491309,3,0.059012340800985275
51,77229.9848202939,10661.730510222387,83243.72059279031,6.072748500526469,0,0.31735845791431394,6,0.14677684025651933
33,296812.0092014568,47502.08593186826,10831.322853045016,8.888296270490565,1,0.89747827069925,5,0.23154462010294907
47,92856.18512072499,2814.193253742923,23361.277530781786,6.349006552325548,0,0.5733105649516266,9,0.11035453368527964
29,242963.75756305503,8325.285990872893,64497.87583631246,10.985534944931103,0,0.46935659161193405,3,0.10872458676709296
44,41672.099939626234,4374.483099621439,121570.94867615336,6.122862500173188,0,0.585393711462469,0,0.16017631227511658
36,67411.96576991573,3071.8569326597253,151575.17397139556,8.121546875743912,0,0.5295921556628261,9,0.03389464462176118
53,663366.9143668496,102424.11728077351,74978.81183871305,11.856478117328805,1,0.6702084525920624,1,0.11201912835222103
35,94328.42956750588,8146.435798490026,416230.1433284381,11.436654483882227,0,0.4317976731161045,0,0.17371944609297735
28,95873.8612437637,2210.0293538882115,97733.21036827317,7.995939598925348,0,0.3494563273866794,10,0.13144512442496914
46,173853.937815705,12952.288716303265,65910.65490221497,11.756279126321685,1,0.8809040842413249,2,0.25326731637261696
40,156101.1147547517,27152.998674234957,55840.46274503404,8.68574323599315,0,0.2899587222921629,5,0.16950231166301397
45,108967.73618891502,13977.068356648711,88611.63350772951,9.34171254998505,0,0.46153198553107105,7,0.11812877825704927
36,94423.64238912462,9843.521663604395,26106.725305882974,9.705343879257711,0,0.5029182288284771,6,0.07780654446285382
42,100519.30229674348,27019.36713331229,34269.95856718888,11.023980923598245,0,0.31394245238430385,7,0.2537562255083093
28,495788.2090449228,21491.90595448837,31720.532721379943,11.128476792184351,0,0.24932232212856992,3,0.0
45,102491.90701645652,6827.601493304039,47022.09333485971,8.74579124727105,0,0.2916466455645596,1,0.04541363860540261
40,91709.28482657469,20729.24614980966,0.0,9.120117277737142,1,0.740796989113041,1,0.4324753499703669
52,413385.07046332804,71021.16483491882,45367.34835935671,11.38345995114985,1,0.779378828045949,5,0.01495021731392046
47,111076.39424955715,14323.974191403853,48669.00816700739,8.842560922432321,0,0.23649793652170215,5,0.16756815376357004
38,90856.1828731752,6942.130799082541,13337.279934224067,11.240304986226285,0,0.3902106086504773,10,0.02841427650788292
31,142392.13570795572,26796.396477451788,30480.452919940846,9.509950492211512,2,0.435375034934201,1,0.07198139688766415
45,98540.82410093956,2849.5655119934077,439775.4358903599,10.345229476850221,0,0.4089493055867204,1,0.15559836041462752
49,104082.40206588143,7623.124774059712,28406.8680511765,11.234793139551234,0,0.581374329903134,11,0.12692382961311155
26,110126.88350105639,1910.2703102626044,45565.45782516251,7.90412450160154,0,0.360978055377437,4,0.08448439853621362
43,168169.22196862425,9651.426045749235,16734.729638741683,9.797996663081568,1,0.7149240843999555,1,0.17206319587645516
42,187294.578844119,18394.329943699526,65328.62845303218,7.7207743751312385,0,0.20769958553955759,5,0.0031533006187191015
35,369129.2707264273,13483.768717355262,47711.48954736234,7.124467727902662,0,0.30770816972208304,5,0.0
32,109957.36141453996,17761.47393371826,120332.36207998937,9.68116730498144,0,0.3186483447335673,8,0.11903569743205616
33,149595.5339593538,18462.90953739443,420364.1221824979,6.619552856616496,1,0.6981750923717451,2,0.2470461477661601
22,127706.80114237286,7344.074956431587,0.0,10.780252005255434,0,0.5834261338574787,4,0.2694600645263799
24,109084.9646839318,10229.21139071807,58979.034045006054,9.881680250023832,0,0.21402597960748748,0,0.1574558012404135
43,261867.55663336467,35453.976058263645,492973.1240510468,8.456824451332663,1,0.8276382428112938,4,0.2978909498341196
