age,retirement_age,monthly_income,monthly_contribution,current_savings,inflation_rate,employment_type,job_stability,contribution_gap_months,worker_type,income_category,season_type,readiness_score,consistency_score,volatility_score,sustainability_score,inflation_vulnerability_score
33,65,102209.79882380241,10655.232007193119,28278.56750818631,8.391892191768918,0,0.4250947915311707,6,informal,small_business,,0.029853585980217947,0.984375,0.862357812703244,0.029853585980217943,0.40706820583426123
48,70,207943.78548633336,22640.120480017962,1534208.7591010104,15.034204819479163,2,0.5808176354443305,3,seasonal,,seasonal_trade,0.009922235244782477,0.9886363636363636,0.5030188374668033,0.009922235244782477,0.7442515951271024
48,70,310481.95493795176,42346.784985412996,426853.96936328773,10.585446561147775,2,0.4272913593010403,2,seasonal,,farming,0.027944684141213812,0.9924242424242424,0.6872503688387516,0.02794468414121381,0.5144819800251402
32,65,102578.99790082927,11186.484872041849,1529358.6486601979,6.026882651357914,0,0.6557444620586521,10,informal,market_vendor,,0.12598397029553784,0.9747474747474747,0.5163833069120218,0.12598397029553782,0.2633796023217273
39,65,253199.383578707,34296.56601905959,21041.538386734122,10.78427727752046,2,0.4964115516750997,3,seasonal,,tourism,0.021402363217079192,0.9903846153846154,0.6043061379898803,0.021402363217079192,0.5276734129096636
46,60,203529.7492781188,22219.388623159164,172111.49627697075,7.449660385643704,1,0.8456363364439307,1,formal,,,0.042765060342296435,0.9940476190476191,0.15436366355606934,0.042765060342296435,0.35655376048610177
29,60,176244.37694816972,20164.619385357724,62562.56222012183,13.098348505270085,0,0.44494663274857627,7,informal,market_vendor,,0.006475743675664111,0.9811827956989247,0.8325800508771356,0.006475743675664111,0.6506763478887719
37,60,131926.52605775616,13694.679013225888,92265.05369310321,8.542413787515775,0,0.5854772188582715,7,informal,casual_labor,,0.032825089036922925,0.9746376811594203,0.6217841717125927,0.032825089036922925,0.4131004147175166
45,60,40196.60128448629,4344.320343943252,172389.60078960014,11.109386179268425,0,0.5249513521537608,9,informal,casual_labor,,0.02822403867551951,0.95,0.7125729717693589,0.02822403867551951,0.5397917217041736
35,60,322121.310331799,38357.404579802394,74584.49080443244,6.327367668562167,0,0.6301189644077504,3,informal,small_business,,0.06664786383874619,0.99,0.5548215533883745,0.06664786383874619,0.2952831064865075
49,60,139147.47703020874,18367.952686406454,121778.22599468382,13.930053989920005,2,0.46844450443718294,3,seasonal,,seasonal_trade,0.02042579075849104,0.9772727272727273,0.6378665946753804,0.02042579075849104,0.6822760810933707
36,60,314061.2341391673,45244.45724766656,644688.934533649,7.715636877604831,1,0.8525279786497941,0,formal,,,0.061257345950113694,1.0,0.14747202135020587,0.061257345950113694,0.3621498720083969
41,65,187245.51803634578,14364.099001420702,365760.1876894998,8.050866027271072,0,0.6296597620799564,6,informal,market_vendor,,0.03084478515726807,0.9791666666666666,0.5555103568800653,0.030844785157268066,0.39012693971649737
65,70,95736.17657522947,9432.219656106443,266006.5329784787,14.128380007853657,2,0.7316934312128095,2,seasonal,,farming,0.020151720941504837,0.9666666666666667,0.3219678825446286,0.020151720941504837,0.6921834418289927
42,65,148316.01999743865,21728.240281043214,101049.55195349477,8.87847375159281,2,0.6842127531685558,7,seasonal,,tourism,0.04197031928961627,0.9746376811594203,0.378944696197733,0.04197031928961627,0.42529206867169916
35,65,65748.12605884683,3797.9021154846637,233364.34131124965,9.77328333254085,0,0.4624996383907619,11,informal,artisan,,0.014416684662538832,0.9694444444444444,0.8062505424138571,0.014416684662538832,0.48161924943089807
45,60,182862.59814218892,26177.72656027065,32834.032902391446,7.881575248297571,1,0.8934947190241337,0,formal,,,0.05116679619297609,1.0,0.10650528097586631,0.051166796192976094,0.37391501469441624
42,65,211445.90291905194,27228.817577611328,194845.1610682451,10.732911321557205,2,0.7902816146473984,4,seasonal,,farming,0.023836271086725383,0.9855072463768116,0.2516620624231219,0.023836271086725383,0.5238539368873393
37,60,264600.08244793705,36716.364390252646,78924.34912818772,10.863782185919924,1,0.8513886624216698,1,formal,,,0.024499207513216492,0.9963768115942029,0.14861133757833023,0.024499207513216492,0.5298814065884344
55,65,226024.01135503995,22592.34872044011,230161.74089549945,11.305911238467232,0,0.6638488063038357,4,informal,small_business,,0.02198586812572568,0.9666666666666667,0.5042267905442465,0.02198586812572568,0.5528670482468566
30,60,160758.34838047973,16073.226170806432,187959.18083284504,12.020185449762824,2,0.5994831223371917,7,seasonal,,farming,0.009237797892390754,0.9805555555555555,0.48062025319536994,0.009237797892390754,0.5954572702974429
32,60,70573.53328452264,8451.972929881491,411104.48180203274,11.01055465736248,0,0.4300363360246546,6,informal,market_vendor,,0.0208831100061574,0.9821428571428571,0.854945495963018,0.020883110006157397,0.5390310016611984
43,60,100000.0,10737.26263353142,124623.1109903065,10.101873279258925,1,0.8492289130413968,1,formal,,,0.02800080269781158,0.9950980392156863,0.1507710869586032,0.028000802697811585,0.490950635934405
52,60,132672.5639534674,6930.982403541698,55625.96808041356,10.79353528307727,0,0.41868698063161636,7,informal,market_vendor,,0.010885870950267858,0.9270833333333334,0.8719695290525755,0.01088587095026786,0.5338019125444264
30,65,141891.5951858101,15341.44816593902,639700.3479043244,8.162001086061085,2,0.7205734096737939,2,seasonal,,farming,0.03998106632981923,0.9952380952380953,0.3353119083914473,0.03998106632981923,0.39178377896276106
57,65,30000.0,3072.178007473825,772508.3835196664,13.08844833360651,0,0.3963886139620474,10,informal,casual_labor,,0.07126135335696411,0.8958333333333334,0.9054170790569289,0.07126135335696412,0.6077873896005503
44,60,88041.34014866283,4807.386789070881,344869.0246520428,8.770804954206033,0,0.6779634746999654,5,informal,casual_labor,,0.02593601191744173,0.9739583333333334,0.48305478795005186,0.025936011917441725,0.4271662626194094
53,65,48021.694456156285,5219.686297441576,147427.39846834439,10.533098861030872,2,0.6704725460866,3,seasonal,,farming,0.031204324487420918,0.9791666666666666,0.39543294469608,0.031204324487420915,0.510221031315659
28,65,125145.22314388666,6532.608987704075,253817.36570722717,5.903069948523795,0,0.44406422021334957,6,informal,casual_labor,,0.04425923565604354,0.9864864864864865,0.8339036696799756,0.04425923565604354,0.2820902292288986
30,60,160021.17791491607,21463.70478269499,187436.06323572126,8.251574784957157,2,0.5108096196632528,2,seasonal,,tourism,0.044101605450668234,0.9944444444444445,0.5870284564040966,0.044101605450668234,0.3943833544722147
47,65,106233.32961244915,8007.7439549077435,522949.9142185723,9.286279121020787,0,0.4279546539035422,7,informal,market_vendor,,0.030377654129268423,0.9675925925925926,0.8580680191446868,0.030377654129268423,0.4502091872867285
30,60,200882.0809903639,17936.617589845962,26574.52236958191,6.292898677829141,0,0.4351023045974341,7,informal,small_business,,0.05146108136015394,0.9805555555555555,0.8473465431038489,0.05146108136015394,0.2984529653489086
44,60,178730.03369361395,9184.542582228843,36769.456630354005,5.617183533942858,0,0.3177826393720475,8,informal,market_vendor,,0.026417459410488658,0.9583333333333334,1.0,0.026417459410488658,0.27343959079668284
30,65,172909.04399277302,12380.227867079506,333313.89612704806,7.522398321712613,0,0.696757393257058,2,informal,artisan,,0.03143732543218048,0.9952380952380953,0.454863910114413,0.03143732543218048,0.3642957118821223
65,65,129394.86354862514,14136.49398975762,18940.174612799765,6.588869186011641,2,0.5209455212539316,2,seasonal,,tourism,0.0010651075995676096,0.0,0.5748653744952821,0.0010651075995676096,0.32909256656845315
30,60,269069.5186187828,28169.658584192606,364331.58815578936,7.191848633745153,1,0.9364440229154888,3,formal,,,0.04948152252869233,0.9916666666666667,0.06355597708451122,0.04948152252869233,0.3417992506775773
37,55,175342.92738835217,26269.298013719705,570073.8976376844,10.006651520754483,1,0.9462189743220174,1,formal,,,0.04193451547094817,0.9953703703703703,0.0537810256779826,0.04193451547094817,0.4793513718872509
48,70,186358.18862477576,24691.986197751175,444915.8760366519,12.463790024450184,2,0.5985321922643116,4,seasonal,,tourism,0.017674509358345965,0.9848484848484849,0.481761369282826,0.017674509358345962,0.612174932551129
26,60,211310.62883556506,25668.40814274709,15780.489706512146,10.183561549568026,1,0.8706058920973906,0,formal,,,0.017532939606182164,1.0,0.1293941079026094,0.017532939606182164,0.5002506889971805
22,65,128649.6497182766,10054.957016439155,180796.65193437206,7.182391061728393,0,0.4226840615980707,6,informal,small_business,,0.03409180227875012,0.9883720930232558,0.8659739076028939,0.03409180227875012,0.3468765202881643
45,70,151598.19894774837,20985.20004196816,542330.625456426,11.172785167868822,2,0.7943512920956146,4,seasonal,,tourism,0.023588247512322857,0.9866666666666667,0.24677844948526245,0.023588247512322857,0.5454619372963562
30,65,160996.62717294708,13248.839470635547,187651.7890895467,4.628894688405219,2,0.4770886088798793,3,seasonal,,seasonal_trade,0.0989314894660714,0.9928571428571429,0.6274936693441447,0.0989314894660714,0.2085475621149852
30,65,95557.68124869099,11348.297213583548,13097.287698465381,9.81080020186728,0,0.34628593133747004,3,informal,casual_labor,,0.01879612684313516,0.9928571428571429,0.980571102993795,0.018796126843135162,0.48131975784201636
35,60,280002.07500779256,25131.460942813505,104481.83594046223,12.551418740136155,0,0.6121779086327687,3,informal,small_business,,0.009134886088201089,0.99,0.581733137050847,0.00913488608820109,0.6218381479849849
42,65,174821.4868248105,9768.432521592522,255585.50674830825,12.12696334765579,0,0.44868444231737176,8,informal,artisan,,0.007915150299556691,0.9710144927536232,0.8269733365239424,0.007915150299556691,0.601548830504094
65,65,84153.70215164722,5749.608216062017,48161.50728668304,10.416279823602974,0,0.5050363701069185,9,informal,market_vendor,,0.0026692782632820513,0.0,0.7424454448396223,0.0026692782632820513,0.5194237937142784
48,65,227395.11824243423,31527.73318590463,129318.06783832998,13.104894308507472,2,0.5871635941285254,3,seasonal,,tourism,0.018902134240689556,0.9852941176470589,0.49540368704576954,0.01890213424068956,0.6428591918539007
47,65,148894.54204319636,21688.51823226627,73431.12319804849,7.935335687856497,2,0.44519557081960603,1,seasonal,,farming,0.054040799680037305,0.9953703703703703,0.6657653150164727,0.0540407996800373,0.37532519007775966
46,65,99472.60982124213,8828.72262166912,304714.2502793012,7.938986692672836,0,0.6676114605560433,7,informal,market_vendor,,0.039157822199066196,0.9692982456140351,0.4985828091659351,0.0391578221990662,0.38140566316602004
51,65,142066.53025502735,8982.010039795572,183797.27186628839,12.180496385625244,0,0.6035945761773931,3,informal,artisan,,0.012942344868993353,0.9821428571428571,0.5946081357339104,0.012942344868993354,0.6011426100363477
43,65,231712.9077778291,20135.173077631403,11965.138548887655,12.262896427496827,0,0.4314831727898083,7,informal,small_business,,0.010646208370829675,0.9734848484848485,0.8527752408152875,0.010646208370829673,0.6066171538449897
25,60,149732.14455024913,17685.128930560102,12244.59563526516,9.197288688668442,1,0.8501766933112899,0,formal,,,0.024042422130196313,1.0,0.14982330668871013,0.024042422130196313,0.4488081795781097
37,65,150873.0591106452,21182.854213847444,72739.1916295971,9.115391264515626,2,0.4974570791567063,3,seasonal,,seasonal_trade,0.03507211539904287,0.9910714285714286,0.6030515050119524,0.03507211539904287,0.4397847605089554
48,65,111704.2359601691,10445.23093800779,111298.53565655049,7.962139294625789,2,0.5787001375729317,4,seasonal,,farming,0.03534692581019018,0.9803921568627451,0.5055598349124819,0.03534692581019018,0.3840351073844126
37,60,157460.4619958441,18885.98716630907,723836.5643934406,5.4344082954753095,1,0.8870258553840998,1,formal,,,0.10231238197266566,0.9963768115942029,0.11297414461590016,0.10231238197266565,0.2439200519076608
54,65,295605.61464781343,30786.604973362682,456708.6090791873,9.725360066319462,2,0.45997196886120395,2,seasonal,,tourism,0.029732948042619306,0.9848484848484849,0.6480336373665553,0.029732948042619306,0.47180982203859106
46,65,32799.636506105875,2354.8939720021103,87534.12262733543,9.853691847617696,0,0.30810808226922104,10,informal,casual_labor,,0.02121958951935859,0.956140350877193,1.0,0.021219589519358588,0.48223002756804995
46,65,36331.59862360096,1873.1461750830058,167633.54025802467,13.77702743812505,0,0.4747491663921217,4,informal,market_vendor,,0.00887046013627418,0.9824561403508771,0.7878762504118174,0.00887046013627418,0.6827409432719403
52,70,157745.95980788168,16186.483828163637,230380.71899362374,7.860588513896508,2,0.5519394034127278,6,seasonal,,farming,0.04033896389105574,0.9722222222222222,0.5376727159047265,0.04033896389105575,0.37717502588359947
49,60,149126.82254871336,13322.209210308412,174898.08153752712,12.250461524910158,2,0.6587721055350155,7,seasonal,,seasonal_trade,0.01754293769073661,0.946969696969697,0.40947347335798134,0.01754293769073661,0.6017776220847946
36,60,315692.8948592284,36452.69906279321,124264.3133750463,7.267892493070462,0,0.3371709360062017,8,informal,small_business,,0.048972528322188305,0.9722222222222222,0.9942435959906976,0.048972528322188305,0.3455982711055474
51,65,128524.2279559841,6517.695119935359,915125.2287085489,2.7826671101865275,0,0.4188153683382944,3,informal,market_vendor,,0.08255268007533471,0.9821428571428571,0.8717769474925583,0.08255268007533471,0.12764752412415714
30,60,174623.6187168314,19611.95153118991,339901.4309972099,8.313726480943076,0,0.5081274432975352,3,informal,artisan,,0.037771418863988056,0.9916666666666667,0.7378088350536971,0.03777141886398805,0.39998526178553734
36,65,104014.32013839841,9972.736850371932,42964.15568592541,4.47969261514594,0,0.4092652224320908,6,informal,small_business,,0.09787593967110922,0.9827586206896551,0.8861021663518639,0.09787593967110922,0.20206192455004016
30,60,195840.38892331749,27078.491834612607,67311.82095832186,10.300797176790127,1,0.8379539511380381,1,formal,,,0.022386664040361957,0.9972222222222222,0.16204604886196194,0.022386664040361957,0.5035098345522708
34,65,230780.24764913385,30702.872952884278,129162.65414203673,7.93603248998319,2,0.596215646176029,7,seasonal,,farming,0.0453528060371747,0.9811827956989247,0.48454122458876525,0.0453528060371747,0.3788055573880133
42,65,246931.93966985136,27147.526024086885,27360.035469185754,14.12814486978297,2,0.7829181595622671,3,seasonal,,tourism,0.008058963818941932,0.9891304347826086,0.2604982085252795,0.008058963818941934,0.700714333072431
56,60,30000.0,1867.971013968842,760027.7918225934,10.577541429971236,0,0.6098886490437366,4,informal,market_vendor,,0.09389574528545654,0.9166666666666666,0.5851670264343951,0.09389574528545654,0.4792177647058146
47,60,395361.31572579313,39840.158186073655,281868.4673460433,9.223023081102543,0,0.40090082036288077,4,informal,artisan,,0.028911050146263897,0.9743589743589743,0.8986487694556788,0.028911050146263894,0.4478187899152319
30,65,160368.3483153449,21704.861053385495,218214.46298712492,9.743481418699332,2,0.7642404714102228,3,seasonal,,farming,0.02311531025450355,0.9928571428571429,0.28291143430773263,0.02311531025450355,0.47591289113735535
35,60,92361.8734009614,9697.372597723303,55167.91590204806,8.159376430649498,0,0.590641905751065,5,informal,casual_labor,,0.036281076920045854,0.9833333333333333,0.6140371413734025,0.036281076920045854,0.39316727333747475
36,65,99913.97061529725,11355.744598182951,199078.5566788556,6.598051104387775,0,0.5596970931351882,2,informal,artisan,,0.0669052203677068,0.9942528735632183,0.6604543602972177,0.0669052203677068,0.307830352062566
43,60,249114.38971648834,13915.701528502186,589475.9859999007,7.6840228372233055,0,0.609255469154111,6,informal,artisan,,0.027148761299809906,0.9705882352941176,0.5861167962688335,0.027148761299809903,0.3737705567696621
37,60,191131.3240541732,27802.155495573716,534691.9715654812,11.118945792701426,1,0.8808052696929072,1,formal,,,0.02676931466117479,0.9963768115942029,0.11919473030709282,0.02676931466117479,0.5410649617038028
54,65,298358.46090970235,34888.690481515856,39987.49241868558,12.211476796712848,0,0.3012083485424645,7,informal,artisan,,0.020383874392432676,0.946969696969697,1.0,0.02038387439243268,0.5981279793771274
39,65,100701.23850898634,5377.656990233527,359142.0837152357,9.228385850799132,0,0.5506879691798048,4,informal,casual_labor,,0.01877368170983911,0.9871794871794872,0.6739680462302928,0.01877368170983911,0.4527567536070323
38,55,100000.0,14537.832369630465,129902.57845869701,6.8830127942136246,1,0.8373938343723313,1,formal,,,0.0676141805893426,0.9950980392156863,0.16260616562766872,0.0676141805893426,0.3208811762073454
52,60,306544.15736680245,36916.861962524454,61719.15188733857,9.217373209548251,2,0.7908492195211809,1,seasonal,,seasonal_trade,0.028687151965676953,0.9895833333333334,0.25098093657458287,0.02868715196567695,0.44764765117807903
33,60,312241.0264632477,35925.32771626597,252426.8703331367,6.846033382216998,0,0.5864803114214308,12,informal,artisan,,0.05535265867686816,0.962962962962963,0.6202795328678539,0.05535265867686816,0.3233543616560348
44,65,61025.92420442516,7110.987437834781,205864.9639331998,8.601685910290993,0,0.3289689251442739,4,informal,casual_labor,,0.04338075559887292,0.9841269841269842,1.0,0.04338075559887292,0.41142691380391955
53,65,291761.5010522282,30743.121321839062,21316.348287236764,9.916716934637687,0,0.30895654772813946,9,informal,small_business,,0.02427021940144292,0.9375,1.0,0.02427021940144292,0.4838018019446013
36,60,345336.5997685652,41153.713229558925,637169.0202989127,8.332564080301577,1,0.8252417882761569,2,formal,,,0.042943601297124864,0.9930555555555556,0.1747582117238431,0.042943601297124864,0.3987366885327181
54,65,267645.7666914715,27194.7562227543,202147.25287719074,8.54503343029417,0,0.49173392732937266,5,informal,small_business,,0.030297345122339347,0.9621212121212122,0.7623991090059411,0.030297345122339347,0.41430708016873097
41,60,217116.17508237332,26746.22487424578,457511.29959935666,11.923891366944394,2,0.41857004866543623,2,seasonal,,tourism,0.021648600507096733,0.9912280701754386,0.6977159416014765,0.02164860050709673,0.5832877903125698
48,70,223385.35724396363,31436.647416560943,935781.0826086877,3.4416722027754982,2,0.7901830911293466,1,seasonal,,tourism,0.17735453094877715,0.9962121212121212,0.2517802906447841,0.17735453094877718,0.14156380217864026
45,60,292680.32483531715,22705.346224507863,142710.11779711576,10.830803888106816,0,0.5391137238470335,8,informal,small_business,,0.016622501471646765,0.9555555555555556,0.6913294142294497,0.016622501471646768,0.5325384417268821
52,65,107825.36146973855,6125.144442891855,29201.656862524494,9.498678255300447,0,0.5339157352343623,7,informal,market_vendor,,0.014931297643869147,0.9551282051282052,0.6991263971484565,0.014931297643869145,0.46784253315236046
49,60,66657.8587997848,3961.1379072563245,146270.6368320354,10.852395891548756,0,0.33082013931865945,4,informal,market_vendor,,0.01749594584648216,0.9696969696969697,1.0,0.01749594584648216,0.5331261480362817
37,60,70190.15266288028,3973.736266753453,72800.95969825066,13.915085706161516,0,0.5961458288624378,4,informal,market_vendor,,0.004879726514381891,0.9855072463768116,0.6057812567063432,0.004879726514381891,0.6923591946745632
41,70,115053.36156140466,13026.345650233632,703981.0345000712,12.006084928689251,2,0.6067292769100788,7,seasonal,,farming,0.013893403354546406,0.9798850574712644,0.47192486770790537,0.013893403354546408,0.5919639774033015
37,65,40000.0,3979.140542590546,11863.043324510454,7.529465896037707,2,0.5181186314478329,6,seasonal,,seasonal_trade,0.03949919244433201,0.9821428571428571,0.5782576422626006,0.03949919244433202,0.36160290368035397
65,60,64889.404499100914,5669.7111233934675,141921.90507022504,10.17075198956415,0,0.5383791803170457,3,informal,casual_labor,,0.012173220074896102,0.0,0.6924312295244315,0.012173220074896102,0.5023470593634
38,60,438976.27278589644,35254.51158874701,97072.74826580768,7.281693936856359,0,0.4132862508163031,5,informal,small_business,,0.034125784429063305,0.9810606060606061,0.8800706237755453,0.034125784429063305,0.3516600209644391
48,60,140881.91476594165,13173.01388850506,5147.240323329993,9.135729386617129,2,0.45979454818541365,2,seasonal,,farming,0.025530306210575674,0.9861111111111112,0.6482465421775035,0.025530306210575678,0.4451245708959919
37,65,113721.2025445078,10420.912901970725,96825.08376039834,8.155003245882053,0,0.46306898325924634,5,informal,market_vendor,,0.031459350607648526,0.9851190476190477,0.8053965251111306,0.031459350607648526,0.3949226069781669
28,65,89805.2085412023,6118.152839320427,371808.8424423779,11.758080965303872,0,0.6394620130910376,7,informal,casual_labor,,0.005894206824334486,0.9842342342342343,0.5408069803634437,0.005894206824334485,0.584438820211855
26,55,348809.74575588224,49711.458079320895,1060785.26965118,7.859816038111219,1,0.8317991082047987,1,formal,,,0.05805581710606136,0.9971264367816092,0.16820089179520126,0.05805581710606136,0.37017539978576736
42,65,118244.17536125206,12074.02427815139,49187.193975270275,9.350886142772524,0,0.4608390051769331,1,informal,small_business,,0.02688941913637965,0.9963768115942029,0.8087414922346003,0.02688941913637965,0.4549723122991474
46,65,89228.1266410273,5901.108937309732,63700.330057514846,10.627924241865477,0,0.30110260439901726,7,informal,casual_labor,,0.014203126063703914,0.9692982456140351,1.0,0.014203126063703914,0.5238487247031384
60,60,168829.4600233705,18918.959939456443,154049.5988955267,4.560313449499844,2,0.42480384774660296,6,seasonal,,seasonal_trade,0.004268818536642422,0.0,0.6902353827040765,0.004268818536642422,0.227042314945686
49,65,30000.0,1514.146125734588,169939.92578238083,9.708457130451944,0,0.3027462400989713,9,informal,small_business,,0.0242388468002756,0.953125,1.0,0.0242388468002756,0.4736567662699938
20,60,47665.78787918546,3342.630769887892,348981.63729423605,8.161747897191383,0,0.3515404666044862,3,informal,artisan,,0.030087627503535216,0.99375,0.9726893000932708,0.030087627503535212,0.3958090133341463
61,65,174067.4754580017,14563.514182236331,338600.3231359892,6.4586890945434945,0,0.450524726781999,4,informal,small_business,,0.020983139764597425,0.9166666666666666,0.8242129098270016,0.020983139764597425,0.3161582759288304
44,65,203856.57456590538,11347.877901093649,891132.2274028566,11.503324924270048,0,0.6653585048263505,5,informal,artisan,,0.013568696296987834,0.9801587301587301,0.5019622427604742,0.013568696296987834,0.5673619900983529
45,60,255241.37657907727,27760.819873259486,56161.10562416887,11.464814542719468,0,0.5980566193681913,4,informal,small_business,,0.020869351548643316,0.9777777777777777,0.602915070947713,0.020869351548643316,0.5612775648793729
25,60,107689.3954187303,5630.0540121838585,53053.82324374613,8.841023786916114,0,0.4494081672961445,5,informal,casual_labor,,0.012469009991076389,0.9880952380952381,0.8258877490557832,0.012469009991076387,0.43653924864928567
39,60,139349.5957934069,10727.670610205663,463985.60072231333,11.641610495880993,0,0.438133726458731,7,informal,small_business,,0.015040274913861474,0.9722222222222222,0.8427994103119034,0.015040274913861474,0.5733258736791425
50,60,30000.0,2716.6635963857493,115063.52173802108,7.69708158247963,0,0.3234514801690336,5,informal,small_business,,0.0392919101284438,0.9583333333333334,1.0,0.0392919101284438,0.369732427234477
48,65,71951.38088431637,7080.7301003528155,148758.17568852377,6.212258317021507,0,0.31917007038240963,4,informal,casual_labor,,0.0551853461746226,0.9803921568627451,1.0,0.055185346174622604,0.2934716345635249
40,65,78034.00849845778,4855.644370778776,386081.435269089,12.209995833537818,0,0.33108498480141063,6,informal,casual_labor,,0.010213990497842291,0.98,1.0,0.010213990497842291,0.6042641526057684
35,65,140574.37100659852,13075.79605214592,1646.3720286591408,15.434789909640994,2,0.49785045631733094,5,seasonal,,tourism,0.002473874104639288,0.9861111111111112,0.6025794524192029,0.0024738741046392877,0.7698303091286492
43,60,164488.69517494837,16912.15533754258,46031.03035862357,5.848389710028361,0,0.6360931918190509,5,informal,small_business,,0.05338520383341343,0.9754901960784313,0.5458602122714237,0.05338520383341343,0.276808611663063
22,65,263425.4112546756,30918.922096110397,93765.14677488063,6.2906828732768725,0,0.4277489304064916,7,informal,small_business,,0.07098789989627421,0.9864341085271318,0.8583766043902625,0.07098789989627421,0.2922060253594744
23,60,44193.08851512967,4689.238426031934,134233.5638218028,11.656341349662403,0,0.3787565790164955,2,informal,market_vendor,,0.008454422400628261,0.9954954954954955,0.9318651314752567,0.00845442240062826,0.5778896858123224
51,65,122091.73056668731,10384.458956021359,49300.458729773934,9.391089668398276,0,0.4528877070491564,6,informal,market_vendor,,0.023134812664694675,0.9642857142857143,0.8206684394262654,0.023134812664694672,0.4586914284101266
31,65,176384.66855245526,21020.13187882569,684804.3834637614,8.88570495907284,0,0.5967517926988709,4,informal,small_business,,0.032513313639472984,0.9901960784313726,0.6048723109516936,0.032513313639472984,0.4298400623415342
55,60,117500.24146582789,12528.521226859817,14457.139670961164,12.076400320730773,0,0.5773926769273794,6,informal,casual_labor,,0.014793898076304154,0.9,0.6339109846089309,0.014793898076304154,0.5948871642628618
36,65,262130.93788506088,25747.16065003004,75725.5000174457,7.317531952086858,0,0.3532874376160493,6,informal,small_business,,0.041463511540550925,0.9827586206896551,0.970068843575926,0.04146351154055093,0.3507060690771577
28,60,289735.9378589217,34697.87401729943,129223.30272947285,9.007479322989147,1,0.8059189299336349,1,formal,,,0.028625668462068384,0.9973958333333334,0.1940810700663651,0.028625668462068384,0.4374817103105162
22,60,246225.68861674762,28563.874363241113,155679.83744449995,8.815764920112032,0,0.6559188322369558,6,informal,market_vendor,,0.02522046851883774,0.9868421052631579,0.5161217516445663,0.02522046851883774,0.42967135992374367
38,60,330572.57604773354,33276.777686789195,37476.6490818049,9.535989552782905,1,0.8813022947719589,1,formal,,,0.025286741678559595,0.9962121212121212,0.11869770522804113,0.025286741678559592,0.464742772415612
